测试次数,响应,输入 token 数,输出 token 数,总 token 数,耗时（秒）,首Token延迟(ms),非首Token平均延迟(ms),Tokens/s,开始时间,结束时间,等待时长（秒）
59,,62,926,988,69.08,0,0,14.3,2025-03-20 16:49:43.720,2025-03-20 16:50:52.795,0
60,,16,945,961,69.41,0,0,13.84,2025-03-20 16:49:43.635,2025-03-20 16:50:53.048,0
61,,19,566,585,69.61,0,0,8.4,2025-03-20 16:49:43.751,2025-03-20 16:50:53.364,0
62,,38,951,989,70.02,0,0,14.13,2025-03-20 16:49:43.671,2025-03-20 16:50:53.687,0
63,,28,967,995,71.05,0,0,14,2025-03-20 16:49:43.611,2025-03-20 16:50:54.660,0
64,,25,976,1001,71.7,0,0,13.96,2025-03-20 16:49:43.584,2025-03-20 16:50:55.284,0
65,,24,978,1002,72.06,0,0,13.91,2025-03-20 16:49:43.519,2025-03-20 16:50:55.579,0
66,,202,981,1183,72.47,0,0,16.32,2025-03-20 16:49:43.561,2025-03-20 16:50:56.029,-0.01
67,,12,990,1002,72.95,0,0,13.74,2025-03-20 16:49:43.686,2025-03-20 16:50:56.635,0
68,,17,996,1013,73.46,0,0,13.79,2025-03-20 16:49:43.638,2025-03-20 16:50:57.097,0
69,,22,1001,1023,73.89,0,0,13.84,2025-03-20 16:49:43.600,2025-03-20 16:50:57.494,0
70,,149,1002,1151,73.91,0,0,15.57,2025-03-20 16:49:43.659,2025-03-20 16:50:57.565,0
71,,30,1004,1034,74.6,0,0,13.86,2025-03-20 16:49:43.620,2025-03-20 16:50:58.219,0
72,,16,1012,1028,75.35,0,0,13.64,2025-03-20 16:49:43.573,2025-03-20 16:50:58.920,0
73,,23,1015,1038,75.69,0,0,13.71,2025-03-20 16:49:43.547,2025-03-20 16:50:59.233,0
74,,67,533,600,75.86,0,0,7.91,2025-03-20 16:49:43.766,2025-03-20 16:50:59.630,0
75,,28,1020,1048,75.97,0,0,13.79,2025-03-20 16:49:43.657,2025-03-20 16:50:59.632,0
76,,42,736,778,76.45,0,0,10.18,2025-03-20 16:49:43.738,2025-03-20 16:51:00.186,0
77,,31,1031,1062,76.69,0,0,13.85,2025-03-20 16:49:43.492,2025-03-20 16:51:00.187,0
78,,18,1032,1050,76.67,0,0,13.7,2025-03-20 16:49:43.567,2025-03-20 16:51:00.235,0
79,,185,1037,1222,76.8,0,0,15.91,2025-03-20 16:49:43.684,2025-03-20 16:51:00.484,0
80,,35,1038,1073,76.84,0,0,13.96,2025-03-20 16:49:43.693,2025-03-20 16:51:00.533,0
81,,13,1041,1054,77.08,0,0,13.67,2025-03-20 16:49:43.597,2025-03-20 16:51:00.681,0
82,,20,844,864,77.4,0,0,11.16,2025-03-20 16:49:43.726,2025-03-20 16:51:01.124,0
83,,63,1067,1130,78.34,0,0,14.42,2025-03-20 16:49:43.615,2025-03-20 16:51:01.959,0
84,,14,1068,1082,78.33,0,0,13.81,2025-03-20 16:49:43.677,2025-03-20 16:51:02.008,0
85,,19,1091,1110,79.66,0,0,13.93,2025-03-20 16:49:43.476,2025-03-20 16:51:03.133,0
86,,61,1095,1156,79.83,0,0,14.48,2025-03-20 16:49:43.497,2025-03-20 16:51:03.328,0
87,,13,1101,1114,79.88,0,0,13.95,2025-03-20 16:49:43.699,2025-03-20 16:51:03.584,0
88,,24,877,901,80.02,0,0,11.26,2025-03-20 16:49:43.730,2025-03-20 16:51:03.748,0
89,,15,1122,1137,80.82,0,0,14.07,2025-03-20 16:49:43.631,2025-03-20 16:51:04.447,0
90,,20,877,897,80.88,0,0,11.09,2025-03-20 16:49:43.736,2025-03-20 16:51:04.612,0
91,,15,1126,1141,81.02,0,0,14.08,2025-03-20 16:49:43.590,2025-03-20 16:51:04.613,0
92,,52,1134,1186,81.38,0,0,14.57,2025-03-20 16:49:43.554,2025-03-20 16:51:04.937,0
93,,101,1158,1259,82.25,0,0,15.31,2025-03-20 16:49:43.662,2025-03-20 16:51:05.913,0
94,,12,1163,1175,82.62,0,0,14.22,2025-03-20 16:49:43.494,2025-03-20 16:51:06.116,0
95,,12,1166,1178,82.56,0,0,14.27,2025-03-20 16:49:43.675,2025-03-20 16:51:06.236,0
96,,31,901,932,82.74,0,0,11.26,2025-03-20 16:49:43.734,2025-03-20 16:51:06.475,0
97,,44,897,941,82.86,0,0,11.36,2025-03-20 16:49:43.738,2025-03-20 16:51:06.594,0
98,,20,637,657,83.13,0,0,7.9,2025-03-20 16:49:43.774,2025-03-20 16:51:06.909,0
99,,124,1197,1321,83.75,0,0,15.77,2025-03-20 16:49:43.714,2025-03-20 16:51:07.461,0
100,,68,891,959,83.91,0,0,11.43,2025-03-20 16:49:43.743,2025-03-20 16:51:07.657,0
101,,142,982,1124,84.09,0,0,13.37,2025-03-20 16:49:43.728,2025-03-20 16:51:07.814,0
102,,655,1209,1864,84.28,0,0,22.12,2025-03-20 16:49:43.655,2025-03-20 16:51:07.937,0
103,,14,635,649,84.26,0,0,7.7,2025-03-20 16:49:43.781,2025-03-20 16:51:08.039,0
104,,59,1217,1276,84.63,0,0,15.08,2025-03-20 16:49:43.579,2025-03-20 16:51:08.210,0
105,,13,1220,1233,84.84,0,0,14.53,2025-03-20 16:49:43.470,2025-03-20 16:51:08.311,0
106,,44,762,806,84.61,0,0,9.53,2025-03-20 16:49:43.763,2025-03-20 16:51:08.378,0
107,,44,705,749,85.41,0,0,8.77,2025-03-20 16:49:43.774,2025-03-20 16:51:09.180,0
108,,27,685,712,86.23,0,0,8.26,2025-03-20 16:49:43.789,2025-03-20 16:51:10.015,0
109,,22,1276,1298,86.68,0,0,14.97,2025-03-20 16:49:43.502,2025-03-20 16:51:10.182,0
110,,28,1279,1307,86.64,0,0,15.09,2025-03-20 16:49:43.644,2025-03-20 16:51:10.283,0
111,,30,838,868,86.91,0,0,9.99,2025-03-20 16:49:43.761,2025-03-20 16:51:10.673,0
112,,28,1327,1355,88.19,0,0,15.36,2025-03-20 16:49:43.652,2025-03-20 16:51:11.841,0
113,,76,1333,1409,88.5,0,0,15.92,2025-03-20 16:49:43.535,2025-03-20 16:51:12.035,0
114,,51,1170,1221,88.41,0,0,13.81,2025-03-20 16:49:43.724,2025-03-20 16:51:12.132,0
115,,79,733,812,88.46,0,0,9.18,2025-03-20 16:49:43.795,2025-03-20 16:51:12.259,0
116,,17,912,929,88.6,0,0,10.49,2025-03-20 16:49:43.757,2025-03-20 16:51:12.355,0
117,,16,1352,1368,88.93,0,0,15.38,2025-03-20 16:49:43.705,2025-03-20 16:51:12.640,0
118,,20,1275,1295,88.92,0,0,14.56,2025-03-20 16:49:43.718,2025-03-20 16:51:12.641,0
119,,14,1358,1372,89.17,0,0,15.39,2025-03-20 16:49:43.642,2025-03-20 16:51:12.813,0
120,,76,1359,1435,89.15,0,0,16.1,2025-03-20 16:49:43.688,2025-03-20 16:51:12.841,0
121,,461,1373,1834,89.55,0,0,20.48,2025-03-20 16:49:43.679,2025-03-20 16:51:13.234,0
122,,120,1031,1151,89.54,0,0,12.85,2025-03-20 16:49:43.747,2025-03-20 16:51:13.289,0
123,,315,1379,1694,89.73,0,0,18.88,2025-03-20 16:49:43.666,2025-03-20 16:51:13.399,0
124,,50,831,881,89.89,0,0,9.8,2025-03-20 16:49:43.778,2025-03-20 16:51:13.672,0
125,,24,1396,1420,90.26,0,0,15.73,2025-03-20 16:49:43.605,2025-03-20 16:51:13.862,0
126,,40,946,986,90.88,0,0,10.85,2025-03-20 16:49:43.764,2025-03-20 16:51:14.644,0
127,,43,938,981,91.11,0,0,10.77,2025-03-20 16:49:43.768,2025-03-20 16:51:14.881,0
128,,74,1436,1510,91.24,0,0,16.55,2025-03-20 16:49:43.691,2025-03-20 16:51:14.933,0
129,,64,1450,1514,91.8,0,0,16.49,2025-03-20 16:49:43.490,2025-03-20 16:51:15.294,0
130,,11,1458,1469,92.03,0,0,15.96,2025-03-20 16:49:43.469,2025-03-20 16:51:15.498,0
131,,78,1488,1566,92.61,0,0,16.91,2025-03-20 16:49:43.650,2025-03-20 16:51:16.257,0
132,,70,1072,1142,93,0,0,12.28,2025-03-20 16:49:43.759,2025-03-20 16:51:16.758,0
133,,15,1271,1286,93.08,0,0,13.82,2025-03-20 16:49:43.732,2025-03-20 16:51:16.808,0
134,,155,991,1146,93.16,0,0,12.3,2025-03-20 16:49:43.770,2025-03-20 16:51:16.931,0
135,,13,1517,1530,93.28,0,0,16.4,2025-03-20 16:49:43.695,2025-03-20 16:51:16.977,0
136,,89,987,1076,94.23,0,0,11.42,2025-03-20 16:49:43.785,2025-03-20 16:51:18.016,0
137,,46,1612,1658,95.42,0,0,17.38,2025-03-20 16:49:43.521,2025-03-20 16:51:18.945,0
138,,12,1321,1333,95.37,0,0,13.98,2025-03-20 16:49:43.741,2025-03-20 16:51:19.108,0
139,,111,1047,1158,95.72,0,0,12.1,2025-03-20 16:49:43.791,2025-03-20 16:51:19.514,0
140,,19,1687,1706,96.98,0,0,17.59,2025-03-20 16:49:43.485,2025-03-20 16:51:20.461,0
141,,13,1363,1376,96.96,0,0,14.19,2025-03-20 16:49:43.745,2025-03-20 16:51:20.701,0
142,,127,1712,1839,97.45,0,0,18.87,2025-03-20 16:49:43.504,2025-03-20 16:51:20.957,0
143,,13,1160,1173,97.7,0,0,12.01,2025-03-20 16:49:43.787,2025-03-20 16:51:21.489,0
144,,375,1744,2119,97.91,0,0,21.64,2025-03-20 16:49:43.613,2025-03-20 16:51:21.524,0
145,,19,1219,1238,97.8,0,0,12.66,2025-03-20 16:49:43.772,2025-03-20 16:51:21.575,0
146,,16,1395,1411,99.01,0,0,14.25,2025-03-20 16:49:43.755,2025-03-20 16:51:22.770,0
147,,30,1224,1254,99.26,0,0,12.63,2025-03-20 16:49:43.797,2025-03-20 16:51:23.056,0
148,,12,1278,1290,99.87,0,0,12.92,2025-03-20 16:49:43.793,2025-03-20 16:51:23.667,0
149,,16,1418,1434,101.57,0,0,14.12,2025-03-20 16:49:43.782,2025-03-20 16:51:25.351,0
150,,82,1946,2028,106.25,0,0,19.09,2025-03-20 16:49:43.749,2025-03-20 16:51:29.997,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,Average: 14 tokens /s,,,,
