测试次数,响应,输入 token 数,输出 token 数,总 token 数,耗时（秒）,首Token延迟(ms),非首Token平均延迟(ms),Tokens/s,开始时间,结束时间,等待时长（秒）
82,,13,1104,1117,91.47,0,0,12.21,2025-03-20 16:52:20.168,2025-03-20 16:53:51.638,0
83,,15,1106,1121,91.79,0,0,12.21,2025-03-20 16:52:20.086,2025-03-20 16:53:51.878,0
84,,67,1117,1184,92.58,0,0,12.79,2025-03-20 16:52:20.116,2025-03-20 16:53:52.697,0
85,,18,1121,1139,92.9,0,0,12.26,2025-03-20 16:52:20.011,2025-03-20 16:53:52.909,0
86,,38,1124,1162,93.46,0,0,12.43,2025-03-20 16:52:20.089,2025-03-20 16:53:53.550,0
87,,53,1130,1183,94,0,0,12.59,2025-03-20 16:52:20.129,2025-03-20 16:53:54.125,0
88,,11,550,561,94.18,0,0,5.96,2025-03-20 16:52:20.321,2025-03-20 16:53:54.501,0
89,,29,695,724,95.89,0,0,7.55,2025-03-20 16:52:20.298,2025-03-20 16:53:56.188,0
90,,40,866,906,96.27,0,0,9.41,2025-03-20 16:52:20.271,2025-03-20 16:53:56.545,0
91,,298,1174,1472,96.93,0,0,15.19,2025-03-20 16:52:20.069,2025-03-20 16:53:57.002,0
92,,72,1186,1258,97.86,0,0,12.85,2025-03-20 16:52:20.030,2025-03-20 16:53:57.891,0
93,,35,1081,1116,98.8,0,0,11.3,2025-03-20 16:52:20.250,2025-03-20 16:53:59.049,0
94,,48,1207,1255,99.4,0,0,12.63,2025-03-20 16:52:20.022,2025-03-20 16:53:59.423,0
95,,44,1215,1259,100.1,0,0,12.58,2025-03-20 16:52:20.094,2025-03-20 16:54:00.190,0
96,,26,1216,1242,100.07,0,0,12.41,2025-03-20 16:52:20.186,2025-03-20 16:54:00.261,0
97,,65,1220,1285,100.91,0,0,12.73,2025-03-20 16:52:20.144,2025-03-20 16:54:01.058,0
98,,17,759,776,100.84,0,0,7.7,2025-03-20 16:52:20.292,2025-03-20 16:54:01.131,0
99,,19,1244,1263,102.61,0,0,12.31,2025-03-20 16:52:20.146,2025-03-20 16:54:02.761,0
100,,66,861,927,102.81,0,0,9.02,2025-03-20 16:52:20.283,2025-03-20 16:54:03.091,0
101,,57,1251,1308,103.23,0,0,12.67,2025-03-20 16:52:20.240,2025-03-20 16:54:03.471,0
102,,11,833,844,103.89,0,0,8.12,2025-03-20 16:52:20.288,2025-03-20 16:54:04.178,0
103,,19,905,924,103.9,0,0,8.89,2025-03-20 16:52:20.281,2025-03-20 16:54:04.179,0
104,,30,552,582,104.61,0,0,5.56,2025-03-20 16:52:20.354,2025-03-20 16:54:04.959,0
105,,32,1116,1148,105.3,0,0,10.9,2025-03-20 16:52:20.255,2025-03-20 16:54:05.553,0
106,,65,753,818,105.32,0,0,7.77,2025-03-20 16:52:20.306,2025-03-20 16:54:05.625,0
107,,20,1282,1302,106.08,0,0,12.27,2025-03-20 16:52:20.214,2025-03-20 16:54:06.299,0
108,,56,1292,1348,106.85,0,0,12.62,2025-03-20 16:52:20.192,2025-03-20 16:54:07.047,0
109,,196,1294,1490,107.14,0,0,13.91,2025-03-20 16:52:20.226,2025-03-20 16:54:07.364,0
110,,72,648,720,107.1,0,0,6.72,2025-03-20 16:52:20.333,2025-03-20 16:54:07.437,0
111,,19,598,617,107.74,0,0,5.73,2025-03-20 16:52:20.348,2025-03-20 16:54:08.093,0
112,,27,1094,1121,108.1,0,0,10.37,2025-03-20 16:52:20.261,2025-03-20 16:54:08.365,0
113,,76,786,862,109.4,0,0,7.88,2025-03-20 16:52:20.311,2025-03-20 16:54:09.711,0
114,,50,1096,1146,109.72,0,0,10.45,2025-03-20 16:52:20.265,2025-03-20 16:54:09.981,0
115,,80,1341,1421,110.18,0,0,12.9,2025-03-20 16:52:20.015,2025-03-20 16:54:10.195,0
116,,27,1347,1374,110.46,0,0,12.44,2025-03-20 16:52:20.055,2025-03-20 16:54:10.516,0
117,,155,1353,1508,110.61,0,0,13.63,2025-03-20 16:52:20.229,2025-03-20 16:54:10.835,0
118,,26,1361,1387,111.2,0,0,12.47,2025-03-20 16:52:20.059,2025-03-20 16:54:11.260,0
119,,21,676,697,111.13,0,0,6.27,2025-03-20 16:52:20.344,2025-03-20 16:54:11.471,0
120,,72,1368,1440,111.51,0,0,12.91,2025-03-20 16:52:20.124,2025-03-20 16:54:11.629,0
121,,28,765,793,111.85,0,0,7.09,2025-03-20 16:52:20.328,2025-03-20 16:54:12.183,0
122,,23,693,716,112.29,0,0,6.38,2025-03-20 16:52:20.346,2025-03-20 16:54:12.633,0
123,,22,1394,1416,112.71,0,0,12.56,2025-03-20 16:52:20.220,2025-03-20 16:54:12.934,0
124,,87,1400,1487,113.01,0,0,13.16,2025-03-20 16:52:20.222,2025-03-20 16:54:13.234,0
125,,25,690,715,113.43,0,0,6.3,2025-03-20 16:52:20.357,2025-03-20 16:54:13.783,0
126,,68,1411,1479,113.69,0,0,13.01,2025-03-20 16:52:20.091,2025-03-20 16:54:13.784,0
127,,40,967,1007,114.13,0,0,8.82,2025-03-20 16:52:20.293,2025-03-20 16:54:14.427,0
128,,104,800,904,114.2,0,0,7.92,2025-03-20 16:52:20.330,2025-03-20 16:54:14.525,0
129,,30,555,585,114.48,0,0,5.11,2025-03-20 16:52:20.387,2025-03-20 16:54:14.867,0
130,,795,668,1463,114.89,0,0,12.73,2025-03-20 16:52:20.372,2025-03-20 16:54:15.257,0
131,,103,1124,1227,115.08,0,0,10.66,2025-03-20 16:52:20.277,2025-03-20 16:54:15.354,0
132,,33,1444,1477,115.33,0,0,12.81,2025-03-20 16:52:20.076,2025-03-20 16:54:15.402,0
133,,21,1457,1478,115.98,0,0,12.74,2025-03-20 16:52:20.042,2025-03-20 16:54:16.025,0
134,,104,1126,1230,115.94,0,0,10.61,2025-03-20 16:52:20.275,2025-03-20 16:54:16.216,0
135,,24,900,924,115.94,0,0,7.97,2025-03-20 16:52:20.319,2025-03-20 16:54:16.263,0
136,,21,1478,1499,117.11,0,0,12.8,2025-03-20 16:52:20.184,2025-03-20 16:54:17.294,0
137,,14,1472,1486,117.26,0,0,12.67,2025-03-20 16:52:20.242,2025-03-20 16:54:17.501,0
138,,15,829,844,117.24,0,0,7.2,2025-03-20 16:52:20.337,2025-03-20 16:54:17.581,0
139,,93,905,998,117.5,0,0,8.49,2025-03-20 16:52:20.322,2025-03-20 16:54:17.820,0
140,,38,1019,1057,117.76,0,0,8.98,2025-03-20 16:52:20.300,2025-03-20 16:54:18.057,0
141,,42,900,942,117.81,0,0,8,2025-03-20 16:52:20.324,2025-03-20 16:54:18.136,0
142,,53,814,867,118.07,0,0,7.34,2025-03-20 16:52:20.342,2025-03-20 16:54:18.412,0
143,,22,699,721,118.31,0,0,6.09,2025-03-20 16:52:20.380,2025-03-20 16:54:18.687,0
144,,15,555,570,118.39,0,0,4.81,2025-03-20 16:52:20.415,2025-03-20 16:54:18.805,0
145,,16,541,557,118.77,0,0,4.69,2025-03-20 16:52:20.420,2025-03-20 16:54:19.192,0
146,,73,903,976,119.29,0,0,8.18,2025-03-20 16:52:20.332,2025-03-20 16:54:19.618,0
147,,140,657,797,119.69,0,0,6.66,2025-03-20 16:52:20.393,2025-03-20 16:54:20.082,0
148,,10,883,893,119.78,0,0,7.46,2025-03-20 16:52:20.339,2025-03-20 16:54:20.120,0
149,,32,561,593,120.38,0,0,4.93,2025-03-20 16:52:20.428,2025-03-20 16:54:20.811,0
150,,12,1390,1402,120.98,0,0,11.59,2025-03-20 16:52:20.256,2025-03-20 16:54:21.234,0
151,,16,1055,1071,121.42,0,0,8.82,2025-03-20 16:52:20.310,2025-03-20 16:54:21.731,0
152,,84,859,943,121.41,0,0,7.77,2025-03-20 16:52:20.363,2025-03-20 16:54:21.769,0
153,,22,877,899,121.68,0,0,7.39,2025-03-20 16:52:20.359,2025-03-20 16:54:22.040,0
154,,16,1603,1619,121.94,0,0,13.28,2025-03-20 16:52:20.170,2025-03-20 16:54:22.107,0
155,,12,1607,1619,122.21,0,0,13.25,2025-03-20 16:52:20.032,2025-03-20 16:54:22.239,0
156,,15,1068,1083,122.93,0,0,8.81,2025-03-20 16:52:20.318,2025-03-20 16:54:23.251,0
157,,11,665,676,123.25,0,0,5.48,2025-03-20 16:52:20.423,2025-03-20 16:54:23.676,0
158,,211,940,1151,123.87,0,0,9.29,2025-03-20 16:52:20.361,2025-03-20 16:54:24.230,0
159,,16,976,992,124.72,0,0,7.95,2025-03-20 16:52:20.355,2025-03-20 16:54:25.074,0
160,,72,995,1067,124.98,0,0,8.54,2025-03-20 16:52:20.350,2025-03-20 16:54:25.334,0
161,,86,912,998,125.05,0,0,7.98,2025-03-20 16:52:20.376,2025-03-20 16:54:25.429,0
162,,27,1717,1744,125.57,0,0,13.89,2025-03-20 16:52:20.238,2025-03-20 16:54:25.806,0
163,,42,724,766,125.88,0,0,6.09,2025-03-20 16:52:20.430,2025-03-20 16:54:26.306,0
164,,61,741,802,125.94,0,0,6.37,2025-03-20 16:52:20.424,2025-03-20 16:54:26.368,0
165,,58,1083,1141,126.59,0,0,9.01,2025-03-20 16:52:20.341,2025-03-20 16:54:26.926,0
166,,26,750,776,126.83,0,0,6.12,2025-03-20 16:52:20.433,2025-03-20 16:54:27.266,0
167,,243,1493,1736,127.46,0,0,13.62,2025-03-20 16:52:20.269,2025-03-20 16:54:27.729,0
168,,64,1275,1339,127.79,0,0,10.48,2025-03-20 16:52:20.304,2025-03-20 16:54:28.096,0
169,,15,881,896,127.7,0,0,7.02,2025-03-20 16:52:20.400,2025-03-20 16:54:28.098,0
170,,361,1351,1712,127.95,0,0,13.38,2025-03-20 16:52:20.286,2025-03-20 16:54:28.237,0
171,,26,850,876,128.15,0,0,6.84,2025-03-20 16:52:20.411,2025-03-20 16:54:28.564,0
172,,27,1079,1106,128.42,0,0,8.61,2025-03-20 16:52:20.365,2025-03-20 16:54:28.781,0
173,,37,1172,1209,128.69,0,0,9.39,2025-03-20 16:52:20.335,2025-03-20 16:54:29.024,0
174,,32,1050,1082,128.81,0,0,8.4,2025-03-20 16:52:20.373,2025-03-20 16:54:29.184,0
175,,52,1057,1109,128.87,0,0,8.61,2025-03-20 16:52:20.370,2025-03-20 16:54:29.238,0
176,,273,1836,2109,129.3,0,0,16.31,2025-03-20 16:52:20.019,2025-03-20 16:54:29.318,0
177,,18,1093,1111,129.18,0,0,8.6,2025-03-20 16:52:20.368,2025-03-20 16:54:29.547,0
178,,38,956,994,129.38,0,0,7.68,2025-03-20 16:52:20.394,2025-03-20 16:54:29.773,0
179,,15,856,871,129.79,0,0,6.71,2025-03-20 16:52:20.435,2025-03-20 16:54:30.224,0
180,,23,1059,1082,131.71,0,0,8.22,2025-03-20 16:52:20.389,2025-03-20 16:54:32.098,0
181,,84,1062,1146,131.93,0,0,8.69,2025-03-20 16:52:20.391,2025-03-20 16:54:32.322,0
182,,145,1152,1297,132.44,0,0,9.79,2025-03-20 16:52:20.382,2025-03-20 16:54:32.817,0
183,,60,1013,1073,132.42,0,0,8.1,2025-03-20 16:52:20.418,2025-03-20 16:54:32.842,0
184,,12,1074,1086,132.88,0,0,8.17,2025-03-20 16:52:20.403,2025-03-20 16:54:33.283,0
185,,44,1032,1076,133.26,0,0,8.07,2025-03-20 16:52:20.417,2025-03-20 16:54:33.680,0
186,,78,1099,1177,133.91,0,0,8.79,2025-03-20 16:52:20.406,2025-03-20 16:54:34.318,0
187,,36,1496,1532,134.17,0,0,11.42,2025-03-20 16:52:20.316,2025-03-20 16:54:34.482,0
188,,18,1110,1128,134.15,0,0,8.41,2025-03-20 16:52:20.408,2025-03-20 16:54:34.563,0
189,,20,1158,1178,134.74,0,0,8.74,2025-03-20 16:52:20.404,2025-03-20 16:54:35.146,0
190,,51,1141,1192,134.82,0,0,8.84,2025-03-20 16:52:20.410,2025-03-20 16:54:35.226,0
191,,14,1344,1358,134.92,0,0,10.07,2025-03-20 16:52:20.366,2025-03-20 16:54:35.286,0
192,,17,1490,1507,135.14,0,0,11.15,2025-03-20 16:52:20.326,2025-03-20 16:54:35.461,0
193,,12,1168,1180,136.11,0,0,8.67,2025-03-20 16:52:20.426,2025-03-20 16:54:36.535,0
194,,12,1239,1251,136.73,0,0,9.15,2025-03-20 16:52:20.413,2025-03-20 16:54:37.147,0
195,,33,1301,1334,136.8,0,0,9.75,2025-03-20 16:52:20.396,2025-03-20 16:54:37.199,0
196,,11,1301,1312,136.9,0,0,9.58,2025-03-20 16:52:20.398,2025-03-20 16:54:37.301,0
197,,34,1211,1245,137.12,0,0,9.08,2025-03-20 16:52:20.432,2025-03-20 16:54:37.556,0
198,,33,1414,1447,138.22,0,0,10.47,2025-03-20 16:52:20.386,2025-03-20 16:54:38.610,0
199,,70,1452,1522,138.47,0,0,10.99,2025-03-20 16:52:20.384,2025-03-20 16:54:38.853,0
200,,26,1621,1647,138.96,0,0,11.85,2025-03-20 16:52:20.352,2025-03-20 16:54:39.314,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,Average: 10 tokens /s,,,,
