测试次数,响应,输入 token 数,输出 token 数,总 token 数,耗时（秒）,首Token延迟(ms),非首Token平均延迟(ms),Tokens/s,开始时间,结束时间,等待时长（秒）
37,,19,885,904,45.08,0,0,20.05,2025-03-20 10:00:10.697,2025-03-20 10:00:55.778,0
38,,42,886,928,45.1,0,0,20.58,2025-03-20 10:00:10.680,2025-03-20 10:00:55.779,0
39,,36,887,923,45.16,0,0,20.44,2025-03-20 10:00:10.665,2025-03-20 10:00:55.825,0
40,,22,895,917,45.52,0,0,20.14,2025-03-20 10:00:10.720,2025-03-20 10:00:56.242,0
41,,12,906,918,46.03,0,0,19.94,2025-03-20 10:00:10.678,2025-03-20 10:00:56.709,0
42,,20,914,934,46.45,0,0,20.11,2025-03-20 10:00:10.725,2025-03-20 10:00:57.174,0
43,,34,916,950,46.5,0,0,20.43,2025-03-20 10:00:10.674,2025-03-20 10:00:57.175,0
44,,18,924,942,46.86,0,0,20.1,2025-03-20 10:00:10.683,2025-03-20 10:00:57.539,0
45,,156,925,1081,46.91,0,0,23.04,2025-03-20 10:00:10.670,2025-03-20 10:00:57.585,0
46,,10,945,955,47.85,0,0,19.96,2025-03-20 10:00:10.728,2025-03-20 10:00:58.581,0
47,,9,947,956,47.92,0,0,19.95,2025-03-20 10:00:10.660,2025-03-20 10:00:58.583,0
48,,53,948,1001,47.98,0,0,20.86,2025-03-20 10:00:10.687,2025-03-20 10:00:58.668,0
49,,163,952,1115,48.12,0,0,23.17,2025-03-20 10:00:10.676,2025-03-20 10:00:58.800,0
50,,37,959,996,48.43,0,0,20.57,2025-03-20 10:00:10.710,2025-03-20 10:00:59.138,0
51,,60,961,1021,48.51,0,0,21.05,2025-03-20 10:00:10.715,2025-03-20 10:00:59.222,0
52,,18,969,987,48.87,0,0,20.2,2025-03-20 10:00:10.690,2025-03-20 10:00:59.558,0
53,,94,976,1070,49.14,0,0,21.77,2025-03-20 10:00:10.668,2025-03-20 10:00:59.809,0
54,,62,986,1048,49.8,0,0,21.04,2025-03-20 10:00:10.723,2025-03-20 10:01:00.528,0
55,,18,987,1005,49.82,0,0,20.17,2025-03-20 10:00:10.705,2025-03-20 10:01:00.529,0
56,,21,992,1013,50.01,0,0,20.25,2025-03-20 10:00:10.677,2025-03-20 10:01:00.692,0
57,,19,998,1017,50.27,0,0,20.23,2025-03-20 10:00:10.662,2025-03-20 10:01:00.935,0
58,,45,1001,1046,50.38,0,0,20.76,2025-03-20 10:00:10.714,2025-03-20 10:01:01.098,0
59,,20,1006,1026,50.59,0,0,20.28,2025-03-20 10:00:10.712,2025-03-20 10:01:01.301,0
60,,177,1007,1184,50.63,0,0,23.39,2025-03-20 10:00:10.675,2025-03-20 10:01:01.302,0
61,,17,1010,1027,50.77,0,0,20.23,2025-03-20 10:00:10.655,2025-03-20 10:01:01.420,0
62,,25,1030,1055,51.56,0,0,20.46,2025-03-20 10:00:10.651,2025-03-20 10:01:02.210,0
63,,30,1032,1062,51.61,0,0,20.58,2025-03-20 10:00:10.684,2025-03-20 10:01:02.290,0
64,,42,1036,1078,51.79,0,0,20.82,2025-03-20 10:00:10.697,2025-03-20 10:01:02.486,0
65,,45,1037,1082,51.83,0,0,20.88,2025-03-20 10:00:10.693,2025-03-20 10:01:02.524,0
66,,63,1050,1113,52.31,0,0,21.28,2025-03-20 10:00:10.720,2025-03-20 10:01:03.026,0
67,,82,1052,1134,52.41,0,0,21.64,2025-03-20 10:00:10.729,2025-03-20 10:01:03.142,0
68,,10,1070,1080,53.1,0,0,20.34,2025-03-20 10:00:10.656,2025-03-20 10:01:03.754,0
69,,8,1077,1085,53.36,0,0,20.33,2025-03-20 10:00:10.697,2025-03-20 10:01:04.057,0
70,,78,1093,1171,53.95,0,0,21.7,2025-03-20 10:00:10.704,2025-03-20 10:01:04.656,0
71,,36,1102,1138,54.3,0,0,20.96,2025-03-20 10:00:10.689,2025-03-20 10:01:04.991,0
72,,208,1122,1330,55.03,0,0,24.17,2025-03-20 10:00:10.695,2025-03-20 10:01:05.730,0
73,,101,1127,1228,55.23,0,0,22.24,2025-03-20 10:00:10.724,2025-03-20 10:01:05.950,0
74,,42,1137,1179,55.58,0,0,21.21,2025-03-20 10:00:10.666,2025-03-20 10:01:06.242,0
75,,31,1151,1182,56.06,0,0,21.08,2025-03-20 10:00:10.721,2025-03-20 10:01:06.783,0
76,,138,1153,1291,56.15,0,0,22.99,2025-03-20 10:00:10.705,2025-03-20 10:01:06.855,0
77,,56,1171,1227,56.8,0,0,21.6,2025-03-20 10:00:10.688,2025-03-20 10:01:07.484,0
78,,51,1177,1228,56.97,0,0,21.56,2025-03-20 10:00:10.723,2025-03-20 10:01:07.693,0
79,,108,1182,1290,57.16,0,0,22.57,2025-03-20 10:00:10.673,2025-03-20 10:01:07.831,0
80,,31,1183,1214,57.19,0,0,21.23,2025-03-20 10:00:10.706,2025-03-20 10:01:07.899,0
81,,141,1194,1335,57.56,0,0,23.19,2025-03-20 10:00:10.715,2025-03-20 10:01:08.272,0
82,,23,1209,1232,58.06,0,0,21.22,2025-03-20 10:00:10.700,2025-03-20 10:01:08.759,0
83,,105,1239,1344,59.04,0,0,22.77,2025-03-20 10:00:10.657,2025-03-20 10:01:09.693,0
84,,13,1247,1260,59.29,0,0,21.25,2025-03-20 10:00:10.694,2025-03-20 10:01:09.979,0
85,,13,1259,1272,59.63,0,0,21.33,2025-03-20 10:00:10.650,2025-03-20 10:01:10.283,0
86,,14,1261,1275,59.69,0,0,21.36,2025-03-20 10:00:10.713,2025-03-20 10:01:10.404,0
87,,59,1300,1359,60.84,0,0,22.34,2025-03-20 10:00:10.718,2025-03-20 10:01:11.555,0
88,,83,1306,1389,61.02,0,0,22.76,2025-03-20 10:00:10.681,2025-03-20 10:01:11.702,0
89,,18,1342,1360,62.07,0,0,21.91,2025-03-20 10:00:10.661,2025-03-20 10:01:12.730,0
90,,38,1352,1390,62.32,0,0,22.3,2025-03-20 10:00:10.717,2025-03-20 10:01:13.040,0
91,,12,1356,1368,62.44,0,0,21.91,2025-03-20 10:00:10.716,2025-03-20 10:01:13.151,0
92,,68,1369,1437,62.81,0,0,22.88,2025-03-20 10:00:10.724,2025-03-20 10:01:13.534,0
93,,9,1372,1381,62.89,0,0,21.96,2025-03-20 10:00:10.703,2025-03-20 10:01:13.588,0
94,,38,1428,1466,64.36,0,0,22.78,2025-03-20 10:00:10.676,2025-03-20 10:01:15.036,0
95,,10,1547,1557,67.43,0,0,23.09,2025-03-20 10:00:10.717,2025-03-20 10:01:18.152,0
96,,43,1610,1653,69.07,0,0,23.93,2025-03-20 10:00:10.695,2025-03-20 10:01:19.761,0
97,,30,1982,2012,78.35,0,0,25.68,2025-03-20 10:00:10.662,2025-03-20 10:01:29.016,0
98,,34,2914,2948,101.96,0,0,28.91,2025-03-20 10:00:10.709,2025-03-20 10:01:52.671,0
99,,92,3967,4059,127.98,0,0,31.72,2025-03-20 10:00:10.651,2025-03-20 10:02:18.627,0
100,,0,0,0,600.06,0,0,0,2025-03-20 10:00:10.700,2025-03-20 10:10:10.760,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,平均Tokens/s,,,,
,,,,,,,21.0490816326531,,,,
