测试次数,响应,输入 token 数,输出 token 数,总 token 数,耗时（秒）,首Token延迟(ms),非首Token平均延迟(ms),Tokens/s,开始时间,结束时间,等待时长（秒）
84,,57,1123,1180,73.47,0,0,16.06,2025-03-20 10:45:57.139,2025-03-20 10:47:10.606,0
85,,92,1130,1222,73.8,0,0,16.56,2025-03-20 10:45:57.148,2025-03-20 10:47:10.950,0
86,,21,1133,1154,73.98,0,0,15.6,2025-03-20 10:45:57.164,2025-03-20 10:47:11.145,0
87,,64,1138,1202,74.2,0,0,16.2,2025-03-20 10:45:57.085,2025-03-20 10:47:11.289,0
88,,18,1143,1161,74.42,0,0,15.6,2025-03-20 10:45:57.151,2025-03-20 10:47:11.576,0
89,,18,1147,1165,74.62,0,0,15.61,2025-03-20 10:45:57.148,2025-03-20 10:47:11.765,0
90,,64,1161,1225,75.28,0,0,16.27,2025-03-20 10:45:57.100,2025-03-20 10:47:12.377,0
91,,80,1185,1265,76.4,0,0,16.56,2025-03-20 10:45:57.065,2025-03-20 10:47:13.462,0
92,,85,1186,1271,76.48,0,0,16.62,2025-03-20 10:45:57.124,2025-03-20 10:47:13.605,0
93,,31,1187,1218,76.51,0,0,15.92,2025-03-20 10:45:57.098,2025-03-20 10:47:13.606,0
94,,50,1187,1237,76.53,0,0,16.16,2025-03-20 10:45:57.124,2025-03-20 10:47:13.652,0
95,,50,713,763,76.64,0,0,9.96,2025-03-20 10:45:57.193,2025-03-20 10:47:13.834,0
96,,14,844,858,77.38,0,0,11.09,2025-03-20 10:45:57.181,2025-03-20 10:47:14.565,0
97,,45,1209,1254,77.73,0,0,16.13,2025-03-20 10:45:57.119,2025-03-20 10:47:14.849,0
98,,91,1212,1303,77.91,0,0,16.73,2025-03-20 10:45:57.122,2025-03-20 10:47:15.027,0
99,,27,831,858,78.33,0,0,10.95,2025-03-20 10:45:57.180,2025-03-20 10:47:15.512,0
100,,49,1230,1279,78.65,0,0,16.26,2025-03-20 10:45:57.112,2025-03-20 10:47:15.767,0
101,,20,1236,1256,78.91,0,0,15.92,2025-03-20 10:45:57.153,2025-03-20 10:47:16.061,0
102,,36,824,860,79.04,0,0,10.88,2025-03-20 10:45:57.187,2025-03-20 10:47:16.230,0
103,,122,1256,1378,79.76,0,0,17.28,2025-03-20 10:45:57.095,2025-03-20 10:47:16.856,0
104,,8,1258,1266,79.83,0,0,15.86,2025-03-20 10:45:57.151,2025-03-20 10:47:16.980,0
105,,24,1262,1286,79.99,0,0,16.08,2025-03-20 10:45:57.113,2025-03-20 10:47:17.105,0
106,,73,1164,1237,80.22,0,0,15.42,2025-03-20 10:45:57.171,2025-03-20 10:47:17.392,0
107,,13,910,923,80.74,0,0,11.43,2025-03-20 10:45:57.183,2025-03-20 10:47:17.921,0
108,,14,1286,1300,80.97,0,0,16.05,2025-03-20 10:45:57.110,2025-03-20 10:47:18.082,0
109,,14,844,858,81.01,0,0,10.59,2025-03-20 10:45:57.189,2025-03-20 10:47:18.204,0
110,,99,1298,1397,81.47,0,0,17.15,2025-03-20 10:45:57.053,2025-03-20 10:47:18.527,0
111,,47,1297,1344,81.45,0,0,16.5,2025-03-20 10:45:57.082,2025-03-20 10:47:18.528,0
112,,66,1298,1364,81.45,0,0,16.75,2025-03-20 10:45:57.154,2025-03-20 10:47:18.606,0
113,,64,1259,1323,81.91,0,0,16.15,2025-03-20 10:45:57.169,2025-03-20 10:47:19.078,0
114,,11,758,769,81.91,0,0,9.39,2025-03-20 10:45:57.203,2025-03-20 10:47:19.117,0
115,,46,1331,1377,82.75,0,0,16.64,2025-03-20 10:45:57.143,2025-03-20 10:47:19.895,0
116,,60,897,957,83.4,0,0,11.47,2025-03-20 10:45:57.190,2025-03-20 10:47:20.590,0
117,,10,1355,1365,83.67,0,0,16.31,2025-03-20 10:45:57.155,2025-03-20 10:47:20.821,0
118,,13,1368,1381,84.19,0,0,16.4,2025-03-20 10:45:57.128,2025-03-20 10:47:21.321,0
119,,22,826,848,84.91,0,0,9.99,2025-03-20 10:45:57.205,2025-03-20 10:47:22.118,0
120,,12,893,905,85.07,0,0,10.64,2025-03-20 10:45:57.195,2025-03-20 10:47:22.269,0
121,,74,1409,1483,85.74,0,0,17.3,2025-03-20 10:45:57.127,2025-03-20 10:47:22.869,0
122,,14,1417,1431,86.04,0,0,16.63,2025-03-20 10:45:57.161,2025-03-20 10:47:23.203,0
123,,54,890,944,86.15,0,0,10.96,2025-03-20 10:45:57.199,2025-03-20 10:47:23.351,0
124,,28,936,964,87.21,0,0,11.05,2025-03-20 10:45:57.196,2025-03-20 10:47:24.409,0
125,,76,832,908,88.86,0,0,10.22,2025-03-20 10:45:57.210,2025-03-20 10:47:26.073,0
126,,37,972,1009,89.57,0,0,11.26,2025-03-20 10:45:57.201,2025-03-20 10:47:26.775,0
127,,28,1521,1549,89.79,0,0,17.25,2025-03-20 10:45:57.059,2025-03-20 10:47:26.846,0
128,,39,1522,1561,89.81,0,0,17.38,2025-03-20 10:45:57.144,2025-03-20 10:47:26.952,0
129,,17,861,878,90.01,0,0,9.75,2025-03-20 10:45:57.211,2025-03-20 10:47:27.226,0
130,,96,1531,1627,90.14,0,0,18.05,2025-03-20 10:45:57.123,2025-03-20 10:47:27.260,0
131,,32,1078,1110,90.45,0,0,12.27,2025-03-20 10:45:57.188,2025-03-20 10:47:27.636,0
132,,37,1564,1601,91.2,0,0,17.55,2025-03-20 10:45:57.116,2025-03-20 10:47:28.321,0
133,,163,1248,1411,91.37,0,0,15.44,2025-03-20 10:45:57.179,2025-03-20 10:47:28.546,0
134,,338,1597,1935,92.28,0,0,20.97,2025-03-20 10:45:57.058,2025-03-20 10:47:29.341,0
135,,76,1497,1573,93.71,0,0,16.79,2025-03-20 10:45:57.171,2025-03-20 10:47:30.883,0
136,,80,1116,1196,93.89,0,0,12.74,2025-03-20 10:45:57.199,2025-03-20 10:47:31.093,0
137,,110,1295,1405,95.95,0,0,14.64,2025-03-20 10:45:57.184,2025-03-20 10:47:33.133,0
138,,88,1750,1838,96.82,0,0,18.98,2025-03-20 10:45:57.108,2025-03-20 10:47:33.924,0
139,,31,1792,1823,98.03,0,0,18.6,2025-03-20 10:45:57.156,2025-03-20 10:47:35.188,0
140,,838,1167,2005,98.74,0,0,20.31,2025-03-20 10:45:57.209,2025-03-20 10:47:35.946,0
141,,45,1189,1234,99.89,0,0,12.35,2025-03-20 10:45:57.213,2025-03-20 10:47:37.107,0
142,,10,1306,1316,99.96,0,0,13.16,2025-03-20 10:45:57.198,2025-03-20 10:47:37.161,0
143,,27,1622,1649,100.28,0,0,16.44,2025-03-20 10:45:57.175,2025-03-20 10:47:37.456,0
144,,35,1546,1581,102.37,0,0,15.44,2025-03-20 10:45:57.186,2025-03-20 10:47:39.559,0
145,,13,1404,1417,103.26,0,0,13.72,2025-03-20 10:45:57.208,2025-03-20 10:47:40.466,0
146,,61,1350,1411,104.39,0,0,13.52,2025-03-20 10:45:57.215,2025-03-20 10:47:41.608,0
147,,180,1539,1719,106.37,0,0,16.16,2025-03-20 10:45:57.201,2025-03-20 10:47:43.567,0
148,,112,1618,1730,107.12,0,0,16.15,2025-03-20 10:45:57.197,2025-03-20 10:47:44.317,0
149,,15,1574,1589,109.69,0,0,14.49,2025-03-20 10:45:57.214,2025-03-20 10:47:46.908,0
150,,65,1850,1915,113.09,0,0,16.93,2025-03-20 10:45:57.202,2025-03-20 10:47:50.292,0
,,,,,,,,,,,
,,,,,,,平均tokens/s,,,,
,,,,,,,15.7381333333333,,,,
