测试次数,响应,输入 token 数,输出 token 数,总 token 数,耗时（秒）,首Token延迟(ms),非首Token平均延迟(ms),Tokens/s,开始时间,结束时间,等待时长（秒）
56,,43,425,468,182.64,0,0,2.56,2025-03-20 13:55:42.975,2025-03-20 13:58:45.618,0
57,,119,215,334,185.66,0,0,1.8,2025-03-20 13:55:42.990,2025-03-20 13:58:48.648,0
58,,40,261,301,188.38,0,0,1.6,2025-03-20 13:55:42.977,2025-03-20 13:58:51.359,0
59,,39,314,353,195.29,0,0,1.81,2025-03-20 13:55:42.979,2025-03-20 13:58:58.268,0
60,,261,490,751,196.58,0,0,3.82,2025-03-20 13:55:42.994,2025-03-20 13:58:59.571,0
61,,58,130,188,199.44,0,0,0.94,2025-03-20 13:55:43.003,2025-03-20 13:59:02.444,0
62,,229,328,557,202.59,0,0,2.75,2025-03-20 13:55:42.982,2025-03-20 13:59:05.571,0
63,,41,321,362,206.53,0,0,1.75,2025-03-20 13:55:42.995,2025-03-20 13:59:09.530,0
64,,62,319,381,209.61,0,0,1.82,2025-03-20 13:55:42.983,2025-03-20 13:59:12.595,0
65,,34,147,181,209.78,0,0,0.86,2025-03-20 13:55:42.996,2025-03-20 13:59:12.773,0
66,,81,194,275,213.89,0,0,1.29,2025-03-20 13:55:42.988,2025-03-20 13:59:16.874,0
67,,49,359,408,217.7,0,0,1.87,2025-03-20 13:55:42.998,2025-03-20 13:59:20.703,0
68,,46,375,421,222.14,0,0,1.9,2025-03-20 13:55:42.991,2025-03-20 13:59:25.129,0
69,,44,389,433,226.29,0,0,1.91,2025-03-20 13:55:43.001,2025-03-20 13:59:29.291,0
70,,61,198,259,230.66,0,0,1.12,2025-03-20 13:55:43.005,2025-03-20 13:59:33.669,0
71,,106,467,573,232.45,0,0,2.47,2025-03-20 13:55:42.993,2025-03-20 13:59:35.446,0
72,,385,309,694,237.63,0,0,2.92,2025-03-20 13:55:43.008,2025-03-20 13:59:40.643,0
73,,111,382,493,240.89,0,0,2.05,2025-03-20 13:55:42.996,2025-03-20 13:59:43.888,0
74,,37,263,300,243.44,0,0,1.23,2025-03-20 13:55:43.009,2025-03-20 13:59:46.449,0
75,,60,192,252,245.12,0,0,1.03,2025-03-20 13:55:42.998,2025-03-20 13:59:48.114,0
76,,819,385,1204,252.3,0,0,4.77,2025-03-20 13:55:43.018,2025-03-20 13:59:55.318,0
77,,126,417,543,254.33,0,0,2.14,2025-03-20 13:55:43.000,2025-03-20 13:59:57.330,0
78,,167,388,555,260.93,0,0,2.13,2025-03-20 13:55:43.014,2025-03-20 14:00:03.941,0
79,,117,334,451,261.71,0,0,1.72,2025-03-20 13:55:43.002,2025-03-20 14:00:04.711,0
80,,40,295,335,268.19,0,0,1.25,2025-03-20 13:55:43.004,2025-03-20 14:00:11.199,0
81,,164,401,565,269.83,0,0,2.09,2025-03-20 13:55:43.023,2025-03-20 14:00:12.853,0
82,,552,320,872,275.46,0,0,3.17,2025-03-20 13:55:43.007,2025-03-20 14:00:18.466,0
83,,36,258,294,275.52,0,0,1.07,2025-03-20 13:55:43.030,2025-03-20 14:00:18.547,0
84,,140,381,521,283.88,0,0,1.84,2025-03-20 13:55:43.011,2025-03-20 14:00:26.896,0
85,,46,187,233,287.99,0,0,0.81,2025-03-20 13:55:43.016,2025-03-20 14:00:31.007,0
86,,92,608,700,288.97,0,0,2.42,2025-03-20 13:55:43.040,2025-03-20 14:00:32.010,0
87,,102,313,415,295.91,0,0,1.4,2025-03-20 13:55:43.038,2025-03-20 14:00:38.948,0
88,,63,376,439,296.27,0,0,1.48,2025-03-20 13:55:43.014,2025-03-20 14:00:39.286,0
89,,177,141,318,299.09,0,0,1.06,2025-03-20 13:55:43.033,2025-03-20 14:00:42.118,0
90,,37,246,283,301.68,0,0,0.94,2025-03-20 13:55:43.019,2025-03-20 14:00:44.700,0
91,,39,311,350,305.95,0,0,1.14,2025-03-20 13:55:43.036,2025-03-20 14:00:48.989,0
92,,49,202,251,306.12,0,0,0.82,2025-03-20 13:55:43.023,2025-03-20 14:00:49.147,0
93,,87,420,507,315.38,0,0,1.61,2025-03-20 13:55:43.031,2025-03-20 14:00:58.409,0
94,,261,513,774,317.38,0,0,2.44,2025-03-20 13:55:43.044,2025-03-20 14:01:00.420,0
95,,38,225,263,320.33,0,0,0.82,2025-03-20 13:55:43.029,2025-03-20 14:01:03.356,0
96,,49,324,373,324.53,0,0,1.15,2025-03-20 13:55:43.047,2025-03-20 14:01:07.572,0
97,,113,492,605,331.18,0,0,1.83,2025-03-20 13:55:43.041,2025-03-20 14:01:14.223,0
98,,35,296,331,337.69,0,0,0.98,2025-03-20 13:55:43.037,2025-03-20 14:01:20.732,0
99,,37,301,338,344.31,0,0,0.98,2025-03-20 13:55:43.043,2025-03-20 14:01:27.354,0
100,,93,283,376,350.57,0,0,1.07,2025-03-20 13:55:43.045,2025-03-20 14:01:33.612,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,5.2482,,,,
